,Precinct,Race,Candidate,Total Votes,Vote Percentage
9152,4122,District 2,Jalen McKee-Rodriguez,14,56.0
9153,4122,District 2,Denise McVea,2,8.0
9154,4122,District 2,James M. Guild,1,4.0
9155,4122,District 2,Michael John Good,0,0.0
9156,4122,District 2,Wendell Carson,1,4.0
9157,4122,District 2,Denise Gutierrez,3,12.0
9160,4123,Mayor,Ray Adam Basaldua,0,0.0
9161,4123,Mayor,Christopher T. Schuchardt,11,25.58
9162,4123,Mayor,Christopher Longoria,2,4.65
9163,4123,Mayor,Ron Nirenberg,22,51.16
9164,4123,Mayor,Armando Dominguez,0,0.0
9165,4123,Mayor,Michael Idrogo,0,0.0
9166,4123,Mayor,Gary Allen,1,2.33
9167,4123,Mayor,Michael Samaniego,4,9.3
9168,4123,Mayor,Diana Flores Uriegas,3,6.98
9171,4123,District 2,Rose Requenez Hill,15,34.09
9172,4123,District 2,Edward Earl Giles,0,0.0
9173,4123,District 2,Patrick Jones,2,4.55
9174,4123,District 2,Carla Walker,0,0.0
9175,4123,District 2,Jalen McKee-Rodriguez,16,36.36
9176,4123,District 2,Denise McVea,1,2.27
9177,4123,District 2,James M. Guild,0,0.0
9178,4123,District 2,Michael John Good,2,4.55
9179,4123,District 2,Wendell Carson,0,0.0
9180,4123,District 2,Denise Gutierrez,8,18.18
9183,4124,Mayor,Ray Adam Basaldua,5,2.45
9184,4124,Mayor,Christopher T. Schuchardt,35,17.16
9185,4124,Mayor,Christopher Longoria,0,0.0
9186,4124,Mayor,Ron Nirenberg,137,67.16
9187,4124,Mayor,Armando Dominguez,5,2.45
9188,4124,Mayor,Michael Idrogo,2,0.98
9189,4124,Mayor,Gary Allen,3,1.47
9190,4124,Mayor,Michael Samaniego,2,0.98
9191,4124,Mayor,Diana Flores Uriegas,15,7.35
9194,4124,District 3,Jayden Muñoz,33,17.28
9195,4124,District 3,Phyllis Viagran,111,58.12
9196,4124,District 3,Erin Gallegos Reid,27,14.14
9197,4124,District 3,Larry La Rose,20,10.47
9200,4125,Mayor,Ray Adam Basaldua,0,0.0
9201,4125,Mayor,Christopher T. Schuchardt,1,25.0
9202,4125,Mayor,Christopher Longoria,0,0.0
9203,4125,Mayor,Ron Nirenberg,2,50.0
9204,4125,Mayor,Armando Dominguez,1,25.0
9205,4125,Mayor,Michael Idrogo,0,0.0
9206,4125,Mayor,Gary Allen,0,0.0
9207,4125,Mayor,Michael Samaniego,0,0.0
9208,4125,Mayor,Diana Flores Uriegas,0,0.0
9211,4125,District 2,Rose Requenez Hill,1,25.0
9212,4125,District 2,Edward Earl Giles,1,25.0
9213,4125,District 2,Patrick Jones,0,0.0
9214,4125,District 2,Carla Walker,0,0.0
9215,4125,District 2,Jalen McKee-Rodriguez,0,0.0
9216,4125,District 2,Denise McVea,0,0.0
9217,4125,District 2,James M. Guild,0,0.0
9218,4125,District 2,Michael John Good,0,0.0
9219,4125,District 2,Wendell Carson,0,0.0
9220,4125,District 2,Denise Gutierrez,2,50.0
9223,4127,Mayor,Ray Adam Basaldua,0,0.0
9224,4127,Mayor,Christopher T. Schuchardt,0,0.0
9225,4127,Mayor,Christopher Longoria,0,0.0
9226,4127,Mayor,Ron Nirenberg,1,100.0
9227,4127,Mayor,Armando Dominguez,0,0.0
9228,4127,Mayor,Michael Idrogo,0,0.0
9229,4127,Mayor,Gary Allen,0,0.0
9230,4127,Mayor,Michael Samaniego,0,0.0
9231,4127,Mayor,Diana Flores Uriegas,0,0.0
9234,4127,District 2,Rose Requenez Hill,0,0.0
9235,4127,District 2,Edward Earl Giles,0,0.0
9236,4127,District 2,Patrick Jones,0,0.0
9237,4127,District 2,Carla Walker,0,0.0
9238,4127,District 2,Jalen McKee-Rodriguez,1,100.0
9239,4127,District 2,Denise McVea,0,0.0
9240,4127,District 2,James M. Guild,0,0.0
9241,4127,District 2,Michael John Good,0,0.0
9242,4127,District 2,Wendell Carson,0,0.0
9243,4127,District 2,Denise Gutierrez,0,0.0
9246,4128,Mayor,Ray Adam Basaldua,0,0.0
9247,4128,Mayor,Christopher T. Schuchardt,10,23.81
9248,4128,Mayor,Christopher Longoria,0,0.0
9249,4128,Mayor,Ron Nirenberg,30,71.43
9250,4128,Mayor,Armando Dominguez,0,0.0
9251,4128,Mayor,Michael Idrogo,0,0.0
9252,4128,Mayor,Gary Allen,1,2.38
9253,4128,Mayor,Michael Samaniego,0,0.0
9254,4128,Mayor,Diana Flores Uriegas,1,2.38
9257,4128,District 2,Rose Requenez Hill,10,26.32
9258,4128,District 2,Edward Earl Giles,1,2.63
9259,4128,District 2,Patrick Jones,0,0.0
9260,4128,District 2,Carla Walker,1,2.63
9261,4128,District 2,Jalen McKee-Rodriguez,17,44.74
9262,4128,District 2,Denise McVea,0,0.0
9263,4128,District 2,James M. Guild,0,0.0
9264,4128,District 2,Michael John Good,1,2.63
9265,4128,District 2,Wendell Carson,1,2.63
9266,4128,District 2,Denise Gutierrez,7,18.42
9269,4131,Mayor,Ray Adam Basaldua,2,5.26
9270,4131,Mayor,Christopher T. Schuchardt,8,21.05
9271,4131,Mayor,Christopher Longoria,2,5.26
9272,4131,Mayor,Ron Nirenberg,23,60.53
9273,4131,Mayor,Armando Dominguez,0,0.0
9274,4131,Mayor,Michael Idrogo,0,0.0
9275,4131,Mayor,Gary Allen,2,5.26
9276,4131,Mayor,Michael Samaniego,0,0.0
9277,4131,Mayor,Diana Flores Uriegas,1,2.63
9280,4131,District 2,Rose Requenez Hill,3,8.82
9281,4131,District 2,Edward Earl Giles,0,0.0
9282,4131,District 2,Patrick Jones,2,5.88
9283,4131,District 2,Carla Walker,1,2.94
9284,4131,District 2,Jalen McKee-Rodriguez,11,32.35
9285,4131,District 2,Denise McVea,1,2.94
9286,4131,District 2,James M. Guild,0,0.0
9287,4131,District 2,Michael John Good,5,14.71
9288,4131,District 2,Wendell Carson,1,2.94
9289,4131,District 2,Denise Gutierrez,10,29.41
9292,4134,Mayor,Ray Adam Basldua,0,
9293,4134,Mayor,Christopher T. Schuchardt,0,
9294,4134,Mayor,Christopher Longoria,0,
9295,4134,Mayor,Ron Nirenberg,0,
9296,4134,Mayor,Armando Dominguez,0,
9297,4134,Mayor,Michael Idrogo,0,
9298,4134,Mayor,Gary Allen,0,
9299,4134,Mayor,Michael Idrogo,0,
9300,4134,Mayor,Diana Flores Uriegas,0,
9303,4134,District 2,Rose Requenez,0,
9304,4134,District 2,Edward Earl Giles,0,
9305,4134,District 2,Patrick Jones,0,
9306,4134,District 2,Carla Walker,0,
9307,4134,District 2,Jalen McKee-Rodriguez,0,
9308,4134,District 2,Denise Gutierrez,0,
9309,4134,District 2,James M. Guild,0,
9310,4134,District 2,Michael John Good,0,
9311,4134,District 2,Wendell Carson,0,
9312,4134,District 2,Denise Gutierrez,0,
9315,4135,Mayor,Ray Adam Basldua,0,
9316,4135,Mayor,Christopher T. Schuchardt,0,
9317,4135,Mayor,Christopher Longoria,0,
9318,4135,Mayor,Ron Nirenberg,0,
9319,4135,Mayor,Armando Dominguez,0,
9320,4135,Mayor,Michael Idrogo,0,
9321,4135,Mayor,Gary Allen,0,
9322,4135,Mayor,Michael Idrogo,0,
9323,4135,Mayor,Diana Flores Uriegas,0,
9326,4135,District 2,Rose Requenez,0,
9327,4135,District 2,Edward Earl Giles,0,
9328,4135,District 2,Patrick Jones,0,
9329,4135,District 2,Carla Walker,0,
9330,4135,District 2,Jalen McKee-Rodriguez,0,
9331,4135,District 2,Denise Gutierrez,0,
9332,4135,District 2,James M. Guild,0,
9333,4135,District 2,Michael John Good,0,
9334,4135,District 2,Wendell Carson,0,
9335,4135,District 2,Denise Gutierrez,0,
9338,4136,Mayor,Ray Adam Basaldua,2,1.9
9339,4136,Mayor,Christopher T. Schuchardt,12,11.43
9340,4136,Mayor,Christopher Longoria,5,4.76
9341,4136,Mayor,Ron Nirenberg,63,60.0
9342,4136,Mayor,Armando Dominguez,2,1.9
9343,4136,Mayor,Michael Idrogo,0,0.0
9344,4136,Mayor,Gary Allen,14,13.33
9345,4136,Mayor,Michael Samaniego,4,3.81
9346,4136,Mayor,Diana Flores Uriegas,3,2.86
9349,4136,District 2,Rose Requenez Hill,7,7.29
9350,4136,District 2,Edward Earl Giles,6,6.25
9351,4136,District 2,Patrick Jones,5,5.21
9352,4136,District 2,Carla Walker,9,9.38
9353,4136,District 2,Jalen McKee-Rodriguez,37,38.54
9354,4136,District 2,Denise McVea,1,1.04
9355,4136,District 2,James M. Guild,0,0.0
9356,4136,District 2,Michael John Good,5,5.21
9357,4136,District 2,Wendell Carson,2,2.08
9358,4136,District 2,Denise Gutierrez,24,25.0
9361,4138,Mayor,Ray Adam Basldua,0,
9362,4138,Mayor,Christopher T. Schuchardt,0,
9363,4138,Mayor,Christopher Longoria,0,
9364,4138,Mayor,Ron Nirenberg,0,
9365,4138,Mayor,Armando Dominguez,0,
9366,4138,Mayor,Michael Idrogo,0,
9367,4138,Mayor,Gary Allen,0,
9368,4138,Mayor,Michael Idrogo,0,
9369,4138,Mayor,Diana Flores Uriegas,0,
9372,4138,District 10,Madison Gutierrez,0,
9373,4138,District 10,Robert Flores,0,
9374,4138,District 10,Margaret Sherwood,0,
9375,4138,District 10,Rick Otley,0,
9376,4138,District 10,Bryan R. Martin,0,
9377,4138,District 10,Marc Whyte,0,
9378,4138,District 10,Joel Solis,0,
9381,4139,Mayor,Ray Adam Basaldua,0,0.0
9382,4139,Mayor,Christopher T. Schuchardt,0,0.0
9383,4139,Mayor,Christopher Longoria,0,0.0
9384,4139,Mayor,Ron Nirenberg,2,100.0
9385,4139,Mayor,Armando Dominguez,0,0.0
9386,4139,Mayor,Michael Idrogo,0,0.0
9387,4139,Mayor,Gary Allen,0,0.0
9388,4139,Mayor,Michael Samaniego,0,0.0
9389,4139,Mayor,Diana Flores Uriegas,0,0.0
9392,4139,District 2,Rose Requenez Hill,1,50.0
9393,4139,District 2,Edward Earl Giles,0,0.0
9394,4139,District 2,Patrick Jones,0,0.0
9395,4139,District 2,Carla Walker,0,0.0
9396,4139,District 2,Jalen McKee-Rodriguez,0,0.0
9397,4139,District 2,Denise McVea,0,0.0
9398,4139,District 2,James M. Guild,0,0.0
9399,4139,District 2,Michael John Good,1,50.0
9400,4139,District 2,Wendell Carson,0,0.0
9401,4139,District 2,Denise Gutierrez,0,0.0
9404,4140,Mayor,Ray Adam Basldua,0,
9405,4140,Mayor,Christopher T. Schuchardt,0,
9406,4140,Mayor,Christopher Longoria,0,
9407,4140,Mayor,Ron Nirenberg,0,
9408,4140,Mayor,Armando Dominguez,0,
9409,4140,Mayor,Michael Idrogo,0,
9410,4140,Mayor,Gary Allen,0,
9411,4140,Mayor,Michael Idrogo,0,
9412,4140,Mayor,Diana Flores Uriegas,0,
9415,4140,District 10,Madison Gutierrez,0,
9416,4140,District 10,Robert Flores,0,
9417,4140,District 10,Margaret Sherwood,0,
9418,4140,District 10,Rick Otley,0,
9419,4140,District 10,Bryan R. Martin,0,
9420,4140,District 10,Marc Whyte,0,
9421,4140,District 10,Joel Solis,0,
9424,4141,Mayor,Ray Adam Basaldua,1,7.14
9425,4141,Mayor,Christopher T. Schuchardt,2,14.29
9426,4141,Mayor,Christopher Longoria,0,0.0
9427,4141,Mayor,Ron Nirenberg,9,64.29
9428,4141,Mayor,Armando Dominguez,0,0.0
9429,4141,Mayor,Michael Idrogo,0,0.0
9430,4141,Mayor,Gary Allen,0,0.0
9431,4141,Mayor,Michael Samaniego,1,7.14
9432,4141,Mayor,Diana Flores Uriegas,1,7.14
9435,4141,District 2,Rose Requenez Hill,1,6.67
9436,4141,District 2,Edward Earl Giles,0,0.0
9437,4141,District 2,Patrick Jones,1,6.67
9438,4141,District 2,Carla Walker,0,0.0
9439,4141,District 2,Jalen McKee-Rodriguez,11,73.33
9440,4141,District 2,Denise McVea,0,0.0
9441,4141,District 2,James M. Guild,0,0.0
9442,4141,District 2,Michael John Good,0,0.0
9443,4141,District 2,Wendell Carson,0,0.0
9444,4141,District 2,Denise Gutierrez,2,13.33
9447,4142,Mayor,Ray Adam Basaldua,0,0.0
9448,4142,Mayor,Christopher T. Schuchardt,5,14.71
9449,4142,Mayor,Christopher Longoria,1,2.94
9450,4142,Mayor,Ron Nirenberg,24,70.59
9451,4142,Mayor,Armando Dominguez,0,0.0
9452,4142,Mayor,Michael Idrogo,0,0.0
9453,4142,Mayor,Gary Allen,2,5.88
9454,4142,Mayor,Michael Samaniego,0,0.0
9455,4142,Mayor,Diana Flores Uriegas,2,5.88
9458,4142,District 2,Rose Requenez Hill,5,14.29
9459,4142,District 2,Edward Earl Giles,0,0.0
9460,4142,District 2,Patrick Jones,6,17.14
9461,4142,District 2,Carla Walker,2,5.71
9462,4142,District 2,Jalen McKee-Rodriguez,18,51.43
9463,4142,District 2,Denise McVea,0,0.0
9464,4142,District 2,James M. Guild,0,0.0
9465,4142,District 2,Michael John Good,1,2.86
9466,4142,District 2,Wendell Carson,0,0.0
9467,4142,District 2,Denise Gutierrez,3,8.57
9470,4147,Mayor,Ray Adam Basaldua,1,1.59
9471,4147,Mayor,Christopher T. Schuchardt,16,25.4
9472,4147,Mayor,Christopher Longoria,0,0.0
9473,4147,Mayor,Ron Nirenberg,36,57.14
9474,4147,Mayor,Armando Dominguez,2,3.17
9475,4147,Mayor,Michael Idrogo,0,0.0
9476,4147,Mayor,Gary Allen,3,4.76
9477,4147,Mayor,Michael Samaniego,4,6.35
9478,4147,Mayor,Diana Flores Uriegas,1,1.59
9481,4147,District 2,Rose Requenez Hill,4,7.14
9482,4147,District 2,Edward Earl Giles,2,3.57
9483,4147,District 2,Patrick Jones,2,3.57
9484,4147,District 2,Carla Walker,1,1.79
9485,4147,District 2,Jalen McKee-Rodriguez,32,57.14
9486,4147,District 2,Denise McVea,3,5.36
9487,4147,District 2,James M. Guild,1,1.79
9488,4147,District 2,Michael John Good,2,3.57
9489,4147,District 2,Wendell Carson,0,0.0
9490,4147,District 2,Denise Gutierrez,9,16.07
9493,4148,Mayor,Ray Adam Basaldua,2,9.09
9494,4148,Mayor,Christopher T. Schuchardt,5,22.73
9495,4148,Mayor,Christopher Longoria,1,4.55
9496,4148,Mayor,Ron Nirenberg,13,59.09
9497,4148,Mayor,Armando Dominguez,0,0.0
9498,4148,Mayor,Michael Idrogo,0,0.0
9499,4148,Mayor,Gary Allen,1,4.55
9500,4148,Mayor,Michael Samaniego,0,0.0
9501,4148,Mayor,Diana Flores Uriegas,0,0.0
9504,4148,District 10,Madison Gutierrez,1,5.0
9505,4148,District 10,Robert Flores,2,10.0
9506,4148,District 10,Margaret Sherwood,0,0.0
9507,4148,District 10,Rick Otley,0,0.0
9508,4148,District 10,Bryan R. Martin,1,5.0
9509,4148,District 10,Marc Whyte,16,80.0
9510,4148,District 10,Joel Solis,0,0.0
9513,4149,Mayor,Ray Adam Basaldua,1,2.33
9514,4149,Mayor,Christopher T. Schuchardt,10,23.26
9515,4149,Mayor,Christopher Longoria,2,4.65
9516,4149,Mayor,Ron Nirenberg,21,48.84
9517,4149,Mayor,Armando Dominguez,1,2.33
9518,4149,Mayor,Michael Idrogo,1,2.33
9519,4149,Mayor,Gary Allen,5,11.63
9520,4149,Mayor,Michael Samaniego,1,2.33
9521,4149,Mayor,Diana Flores Uriegas,1,2.33
9524,4149,District 2,Rose Requenez Hill,4,9.52
9525,4149,District 2,Edward Earl Giles,2,4.76
9526,4149,District 2,Patrick Jones,2,4.76
9527,4149,District 2,Carla Walker,3,7.14
9528,4149,District 2,Jalen McKee-Rodriguez,16,38.1
9529,4149,District 2,Denise McVea,2,4.76
9530,4149,District 2,James M. Guild,1,2.38
9531,4149,District 2,Michael John Good,3,7.14
9532,4149,District 2,Wendell Carson,2,4.76
9533,4149,District 2,Denise Gutierrez,7,16.67
9536,4153,Mayor,Ray Adam Basaldua,0,0.0
9537,4153,Mayor,Christopher T. Schuchardt,12,25.53
9538,4153,Mayor,Christopher Longoria,2,4.26
9539,4153,Mayor,Ron Nirenberg,28,59.57
9540,4153,Mayor,Armando Dominguez,0,0.0
9541,4153,Mayor,Michael Idrogo,0,0.0
9542,4153,Mayor,Gary Allen,3,6.38
9543,4153,Mayor,Michael Samaniego,0,0.0
9544,4153,Mayor,Diana Flores Uriegas,2,4.26
9547,4153,District 3,Jayden Muñoz,3,6.98
9548,4153,District 3,Phyllis Viagran,18,41.86
9549,4153,District 3,Erin Gallegos Reid,19,44.19
9550,4153,District 3,Larry La Rose,3,6.98
9553,4154,Mayor,Ray Adam Basaldua,1,0.93
9554,4154,Mayor,Christopher T. Schuchardt,27,25.23
9555,4154,Mayor,Christopher Longoria,5,4.67
9556,4154,Mayor,Ron Nirenberg,58,54.21
9557,4154,Mayor,Armando Dominguez,1,0.93
9558,4154,Mayor,Michael Idrogo,0,0.0
9559,4154,Mayor,Gary Allen,7,6.54
9560,4154,Mayor,Michael Samaniego,5,4.67
9561,4154,Mayor,Diana Flores Uriegas,3,2.8
9564,4154,District 2,Rose Requenez Hill,15,14.42
9565,4154,District 2,Edward Earl Giles,2,1.92
9566,4154,District 2,Patrick Jones,5,4.81
9567,4154,District 2,Carla Walker,5,4.81
9568,4154,District 2,Jalen McKee-Rodriguez,47,45.19
9569,4154,District 2,Denise McVea,2,1.92
9570,4154,District 2,James M. Guild,0,0.0
9571,4154,District 2,Michael John Good,7,6.73
9572,4154,District 2,Wendell Carson,1,0.96
9573,4154,District 2,Denise Gutierrez,20,19.23
9576,4155,Mayor,Ray Adam Basaldua,8,1.34
9577,4155,Mayor,Christopher T. Schuchardt,46,7.72
9578,4155,Mayor,Christopher Longoria,6,1.01
9579,4155,Mayor,Ron Nirenberg,474,79.53
9580,4155,Mayor,Armando Dominguez,3,0.5
9581,4155,Mayor,Michael Idrogo,5,0.84
9582,4155,Mayor,Gary Allen,19,3.19
9583,4155,Mayor,Michael Samaniego,9,1.51
9584,4155,Mayor,Diana Flores Uriegas,26,4.36
9587,4155,District 1,Jeremy Roberts,84,14.24
9588,4155,District 1,Roberto Rios Ortega,26,4.41
9589,4155,District 1,Sukh Kaur,276,46.78
9590,4155,District 1,Ernest Salinas,17,2.88
9591,4155,District 1,Lauro Bustamante,16,2.71
9592,4155,District 1,Mario Bravo,159,26.95
9593,4155,District 1,William T. Lamar-Boone,12,2.03
9596,4156,Mayor,Ray Adam Basaldua,1,0.76
9597,4156,Mayor,Christopher T. Schuchardt,16,12.12
9598,4156,Mayor,Christopher Longoria,8,6.06
9599,4156,Mayor,Ron Nirenberg,77,58.33
9600,4156,Mayor,Armando Dominguez,0,0.0
9601,4156,Mayor,Michael Idrogo,1,0.76
9602,4156,Mayor,Gary Allen,15,11.36
9603,4156,Mayor,Michael Samaniego,1,0.76
9604,4156,Mayor,Diana Flores Uriegas,13,9.85
9607,4156,District 2,Rose Requenez Hill,5,3.91
9608,4156,District 2,Edward Earl Giles,6,4.69
9609,4156,District 2,Patrick Jones,12,9.38
9610,4156,District 2,Carla Walker,9,7.03
9611,4156,District 2,Jalen McKee-Rodriguez,64,50.0
9612,4156,District 2,Denise McVea,4,3.12
9613,4156,District 2,James M. Guild,1,0.78
9614,4156,District 2,Michael John Good,4,3.12
9615,4156,District 2,Wendell Carson,1,0.78
9616,4156,District 2,Denise Gutierrez,22,17.19
9619,4157,Mayor,Ray Adam Basaldua,4,0.98
9620,4157,Mayor,Christopher T. Schuchardt,26,6.37
9621,4157,Mayor,Christopher Longoria,9,2.21
9622,4157,Mayor,Ron Nirenberg,341,83.58
9623,4157,Mayor,Armando Dominguez,3,0.74
9624,4157,Mayor,Michael Idrogo,2,0.49
9625,4157,Mayor,Gary Allen,6,1.47
9626,4157,Mayor,Michael Samaniego,1,0.25
9627,4157,Mayor,Diana Flores Uriegas,16,3.92
9630,4157,District 1,Jeremy Roberts,49,11.72
9631,4157,District 1,Roberto Rios Ortega,11,2.63
9632,4157,District 1,Sukh Kaur,185,44.26
9633,4157,District 1,Ernest Salinas,21,5.02
9634,4157,District 1,Lauro Bustamante,15,3.59
9635,4157,District 1,Mario Bravo,135,32.3
9636,4157,District 1,William T. Lamar-Boone,2,0.48
9639,4159,Mayor,Ray Adam Basldua,0,
9640,4159,Mayor,Christopher T. Schuchardt,0,
9641,4159,Mayor,Christopher Longoria,0,
9642,4159,Mayor,Ron Nirenberg,0,
9643,4159,Mayor,Armando Dominguez,0,
9644,4159,Mayor,Michael Idrogo,0,
9645,4159,Mayor,Gary Allen,0,
9646,4159,Mayor,Michael Idrogo,0,
9647,4159,Mayor,Diana Flores Uriegas,0,
9650,4159,District 2,Rose Requenez,0,
9651,4159,District 2,Edward Earl Giles,0,
9652,4159,District 2,Patrick Jones,0,
9653,4159,District 2,Carla Walker,0,
9654,4159,District 2,Jalen McKee-Rodriguez,0,
9655,4159,District 2,Denise Gutierrez,0,
9656,4159,District 2,James M. Guild,0,
9657,4159,District 2,Michael John Good,0,
9658,4159,District 2,Wendell Carson,0,
9659,4159,District 2,Denise Gutierrez,0,
9662,4161,Mayor,Ray Adam Basaldua,1,1.82
9663,4161,Mayor,Christopher T. Schuchardt,1,1.82
9664,4161,Mayor,Christopher Longoria,2,3.64
9665,4161,Mayor,Ron Nirenberg,44,80.0
9666,4161,Mayor,Armando Dominguez,1,1.82
9667,4161,Mayor,Michael Idrogo,0,0.0
9668,4161,Mayor,Gary Allen,2,3.64
9669,4161,Mayor,Michael Samaniego,0,0.0
9670,4161,Mayor,Diana Flores Uriegas,4,7.27
9673,4161,District 2,Rose Requenez Hill,7,12.73
9674,4161,District 2,Edward Earl Giles,2,3.64
9675,4161,District 2,Patrick Jones,0,0.0
9676,4161,District 2,Carla Walker,4,7.27
9677,4161,District 2,Jalen McKee-Rodriguez,37,67.27
9678,4161,District 2,Denise McVea,0,0.0
9679,4161,District 2,James M. Guild,1,1.82
9680,4161,District 2,Michael John Good,0,0.0
9681,4161,District 2,Wendell Carson,0,0.0
9682,4161,District 2,Denise Gutierrez,4,7.27
9685,4165,Mayor,Ray Adam Basaldua,0,0.0
9686,4165,Mayor,Christopher T. Schuchardt,7,58.33
9687,4165,Mayor,Christopher Longoria,1,8.33
9688,4165,Mayor,Ron Nirenberg,2,16.67
9689,4165,Mayor,Armando Dominguez,0,0.0
9690,4165,Mayor,Michael Idrogo,0,0.0
9691,4165,Mayor,Gary Allen,2,16.67
9692,4165,Mayor,Michael Samaniego,0,0.0
9693,4165,Mayor,Diana Flores Uriegas,0,0.0
9696,4165,District 3,Jayden Muñoz,1,9.09
9697,4165,District 3,Phyllis Viagran,1,9.09
9698,4165,District 3,Erin Gallegos Reid,4,36.36
9699,4165,District 3,Larry La Rose,5,45.45
9702,4166,Mayor,Ray Adam Basaldua,0,0.0
9703,4166,Mayor,Christopher T. Schuchardt,2,6.45
9704,4166,Mayor,Christopher Longoria,0,0.0
9705,4166,Mayor,Ron Nirenberg,22,70.97
9706,4166,Mayor,Armando Dominguez,0,0.0
9707,4166,Mayor,Michael Idrogo,0,0.0
9708,4166,Mayor,Gary Allen,3,9.68
9709,4166,Mayor,Michael Samaniego,1,3.23
9710,4166,Mayor,Diana Flores Uriegas,3,9.68
9713,4166,District 2,Rose Requenez Hill,2,6.9
9714,4166,District 2,Edward Earl Giles,1,3.45
9715,4166,District 2,Patrick Jones,2,6.9
9716,4166,District 2,Carla Walker,0,0.0
9717,4166,District 2,Jalen McKee-Rodriguez,13,44.83
9718,4166,District 2,Denise McVea,2,6.9
9719,4166,District 2,James M. Guild,0,0.0
9720,4166,District 2,Michael John Good,2,6.9
9721,4166,District 2,Wendell Carson,0,0.0
9722,4166,District 2,Denise Gutierrez,7,24.14
9725,4167,Mayor,Ray Adam Basaldua,1,20.0
9726,4167,Mayor,Christopher T. Schuchardt,1,20.0
9727,4167,Mayor,Christopher Longoria,0,0.0
9728,4167,Mayor,Ron Nirenberg,1,20.0
9729,4167,Mayor,Armando Dominguez,0,0.0
9730,4167,Mayor,Michael Idrogo,0,0.0
9731,4167,Mayor,Gary Allen,2,40.0
9732,4167,Mayor,Michael Samaniego,0,0.0
9733,4167,Mayor,Diana Flores Uriegas,0,0.0
9736,4167,District 2,Rose Requenez Hill,2,40.0
9737,4167,District 2,Edward Earl Giles,0,0.0
9738,4167,District 2,Patrick Jones,1,20.0
9739,4167,District 2,Carla Walker,0,0.0
9740,4167,District 2,Jalen McKee-Rodriguez,1,20.0
9741,4167,District 2,Denise McVea,0,0.0
9742,4167,District 2,James M. Guild,1,20.0
9743,4167,District 2,Michael John Good,0,0.0
9744,4167,District 2,Wendell Carson,0,0.0
9745,4167,District 2,Denise Gutierrez,0,0.0
9748,4169,Mayor,Ray Adam Basaldua,1,1.59
9749,4169,Mayor,Christopher T. Schuchardt,21,33.33
9750,4169,Mayor,Christopher Longoria,2,3.17
9751,4169,Mayor,Ron Nirenberg,25,39.68
9752,4169,Mayor,Armando Dominguez,0,0.0
9753,4169,Mayor,Michael Idrogo,0,0.0
9754,4169,Mayor,Gary Allen,10,15.87
9755,4169,Mayor,Michael Samaniego,3,4.76
9756,4169,Mayor,Diana Flores Uriegas,1,1.59
9759,4169,District 10,Madison Gutierrez,3,4.92
9760,4169,District 10,Robert Flores,4,6.56
9761,4169,District 10,Margaret Sherwood,0,0.0
9762,4169,District 10,Rick Otley,2,3.28
9763,4169,District 10,Bryan R. Martin,3,4.92
9764,4169,District 10,Marc Whyte,43,70.49
9765,4169,District 10,Joel Solis,6,9.84
9768,4170,Mayor,Ray Adam Basaldua,1,1.92
9769,4170,Mayor,Christopher T. Schuchardt,12,23.08
9770,4170,Mayor,Christopher Longoria,1,1.92
9771,4170,Mayor,Ron Nirenberg,27,51.92
9772,4170,Mayor,Armando Dominguez,0,0.0
9773,4170,Mayor,Michael Idrogo,1,1.92
9774,4170,Mayor,Gary Allen,5,9.62
9775,4170,Mayor,Michael Samaniego,3,5.77
9776,4170,Mayor,Diana Flores Uriegas,2,3.85
9779,4170,District 10,Madison Gutierrez,7,14.29
9780,4170,District 10,Robert Flores,3,6.12
9781,4170,District 10,Margaret Sherwood,6,12.24
9782,4170,District 10,Rick Otley,3,6.12
9783,4170,District 10,Bryan R. Martin,4,8.16
9784,4170,District 10,Marc Whyte,22,44.9
9785,4170,District 10,Joel Solis,4,8.16
9788,4171,Mayor,Ray Adam Basaldua,3,1.03
9789,4171,Mayor,Christopher T. Schuchardt,77,26.37
9790,4171,Mayor,Christopher Longoria,11,3.77
9791,4171,Mayor,Ron Nirenberg,157,53.77
9792,4171,Mayor,Armando Dominguez,1,0.34
