Precinct,Race,Candidate,Total Votes
1106,"For Council, City of San Antonio, District 4",Gregorio De La,Paz
1109,For Mayor City of San Antonio,Vote,For
1109,For Mayor City of San Antonio,TOTAL,VOTE
1109,For Mayor City of San Antonio,Ray Adam Basaldua,0
1109,For Mayor City of San Antonio,Christopher T. Schuchardt,1
1109,For Mayor City of San Antonio,Christopher Longoria,0
1109,For Mayor City of San Antonio,Ron Nirenberg,0
1109,For Mayor City of San Antonio,Armando Dominguez,0
1109,For Mayor City of San Antonio,Michael Idrogo,0
1109,For Mayor City of San Antonio,Gary Allen,0
1109,For Mayor City of San Antonio,Michael Samaniego,0
1109,For Mayor City of San Antonio,Diana Flores Uriegas,0
1109,"For Council, City of San Antonio, District 6",Vote,For
1109,"For Council, City of San Antonio, District 6",TOTAL,VOTE
1109,"For Council, City of San Antonio, District 6",Irina Rudolph,1
1109,"For Council, City of San Antonio, District 6",Melissa Cabello Havrda,0
1109,"For Council, City of San Antonio, District 6",Chris Baecker,0
1111,For Mayor City of San Antonio,Vote,For
1111,For Mayor City of San Antonio,TOTAL,VOTE
1111,For Mayor City of San Antonio,Ray Adam Basaldua,14
1111,For Mayor City of San Antonio,Christopher T. Schuchardt,82
1111,For Mayor City of San Antonio,Christopher Longoria,11
1111,For Mayor City of San Antonio,Ron Nirenberg,335
1111,For Mayor City of San Antonio,Armando Dominguez,3
1111,For Mayor City of San Antonio,Michael Idrogo,1
1111,For Mayor City of San Antonio,Gary Allen,47
1111,For Mayor City of San Antonio,Michael Samaniego,32
1111,For Mayor City of San Antonio,Diana Flores Uriegas,18
1111,"For Council, City of San Antonio, District 6",Vote,For
1111,"For Council, City of San Antonio, District 6",TOTAL,VOTE
1111,"For Council, City of San Antonio, District 6",Irina Rudolph,194
1111,"For Council, City of San Antonio, District 6",Melissa Cabello Havrda,278
1111,"For Council, City of San Antonio, District 6",Chris Baecker,52
1113,For Mayor City of San Antonio,Vote,For
1113,For Mayor City of San Antonio,TOTAL,VOTE
1113,For Mayor City of San Antonio,Ray Adam Basaldua,3
1113,For Mayor City of San Antonio,Christopher T. Schuchardt,66
1113,For Mayor City of San Antonio,Christopher Longoria,9
1113,For Mayor City of San Antonio,Ron Nirenberg,223
1113,For Mayor City of San Antonio,Armando Dominguez,3
1113,For Mayor City of San Antonio,Michael Idrogo,2
1113,For Mayor City of San Antonio,Gary Allen,39
1113,For Mayor City of San Antonio,Michael Samaniego,20
1113,For Mayor City of San Antonio,Diana Flores Uriegas,22
1113,"For Council, City of San Antonio, District 6",Vote,For
1113,"For Council, City of San Antonio, District 6",TOTAL,VOTE
1113,"For Council, City of San Antonio, District 6",Irina Rudolph,140
1113,"For Council, City of San Antonio, District 6",Melissa Cabello Havrda,180
1113,"For Council, City of San Antonio, District 6",Chris Baecker,49
1114,For Mayor City of San Antonio,Vote,For
1114,For Mayor City of San Antonio,TOTAL,VOTE
1114,For Mayor City of San Antonio,Ray Adam Basaldua,0
1114,For Mayor City of San Antonio,Christopher T. Schuchardt,3
1114,For Mayor City of San Antonio,Christopher Longoria,1
1114,For Mayor City of San Antonio,Ron Nirenberg,11
1114,For Mayor City of San Antonio,Armando Dominguez,1
1114,For Mayor City of San Antonio,Michael Idrogo,0
1114,For Mayor City of San Antonio,Gary Allen,2
1114,For Mayor City of San Antonio,Michael Samaniego,2
1114,For Mayor City of San Antonio,Diana Flores Uriegas,2
1114,"For Council, City of San Antonio, District 4",Vote,For
1114,"For Council, City of San Antonio, District 4",TOTAL,VOTE
1114,"For Council, City of San Antonio, District 4",Adriana Rocha Garcia,10
1114,"For Council, City of San Antonio, District 4",Gregorio De La Paz,10
1115,For Mayor City of San Antonio,Vote,For
1115,For Mayor City of San Antonio,TOTAL,VOTE
1115,For Mayor City of San Antonio,Ray Adam Basaldua,6
1115,For Mayor City of San Antonio,Christopher T. Schuchardt,22
1115,For Mayor City of San Antonio,Christopher Longoria,0
1115,For Mayor City of San Antonio,Ron Nirenberg,77
1115,For Mayor City of San Antonio,Armando Dominguez,4
1115,For Mayor City of San Antonio,Michael Idrogo,1
1115,For Mayor City of San Antonio,Gary Allen,4
1115,For Mayor City of San Antonio,Michael Samaniego,8
1115,For Mayor City of San Antonio,Diana Flores Uriegas,7
1115,"For Council, City of San Antonio, District 3",Vote,For
1115,"For Council, City of San Antonio, District 3",TOTAL,VOTE
1115,"For Council, City of San Antonio, District 3",Jayden Muñoz,26
1115,"For Council, City of San Antonio, District 3",Phyllis Viagran,61
1115,"For Council, City of San Antonio, District 3",Erin Gallegos Reid,22
1115,"For Council, City of San Antonio, District 3",Larry La Rose,20
1117,For Mayor City of San Antonio,Vote,For
1117,For Mayor City of San Antonio,TOTAL,VOTE
1117,For Mayor City of San Antonio,Ray Adam Basaldua,1
1117,For Mayor City of San Antonio,Christopher T. Schuchardt,13
1117,For Mayor City of San Antonio,Christopher Longoria,0
1117,For Mayor City of San Antonio,Ron Nirenberg,27
1117,For Mayor City of San Antonio,Armando Dominguez,1
1117,For Mayor City of San Antonio,Michael Idrogo,0
1117,For Mayor City of San Antonio,Gary Allen,0
1117,For Mayor City of San Antonio,Michael Samaniego,0
1117,For Mayor City of San Antonio,Diana Flores Uriegas,3
1117,"For Council, City of San Antonio, District 3",Vote,For
1117,"For Council, City of San Antonio, District 3",TOTAL,VOTE
1117,"For Council, City of San Antonio, District 3",Jayden Muñoz,6
1117,"For Council, City of San Antonio, District 3",Phyllis Viagran,27
1117,"For Council, City of San Antonio, District 3",Erin Gallegos Reid,5
1117,"For Council, City of San Antonio, District 3",Larry La Rose,8
1119,For Mayor City of San Antonio,Vote,For
1119,For Mayor City of San Antonio,TOTAL,VOTE
1119,For Mayor City of San Antonio,Ray Adam Basaldua,0
1119,For Mayor City of San Antonio,Christopher T. Schuchardt,0
1119,For Mayor City of San Antonio,Christopher Longoria,0
1119,For Mayor City of San Antonio,Ron Nirenberg,5
1119,For Mayor City of San Antonio,Armando Dominguez,0
1119,For Mayor City of San Antonio,Michael Idrogo,0
1119,For Mayor City of San Antonio,Gary Allen,1
1119,For Mayor City of San Antonio,Michael Samaniego,0
1119,For Mayor City of San Antonio,Diana Flores Uriegas,2
1119,"For Council, City of San Antonio, District 5",Vote,For
1119,"For Council, City of San Antonio, District 5",TOTAL,VOTE
1119,"For Council, City of San Antonio, District 5",Arturo Espinosa,1
1119,"For Council, City of San Antonio, District 5",Teri Castillo,6
1119,"For Council, City of San Antonio, District 5",Rudy Lopez,1
1120,For Mayor City of San Antonio,Vote,For
1120,For Mayor City of San Antonio,TOTAL,VOTE
1120,For Mayor City of San Antonio,Ray Adam Basaldua,1
1120,For Mayor City of San Antonio,Christopher T. Schuchardt,1
1120,For Mayor City of San Antonio,Christopher Longoria,0
1120,For Mayor City of San Antonio,Ron Nirenberg,7
1120,For Mayor City of San Antonio,Armando Dominguez,0
1120,For Mayor City of San Antonio,Michael Idrogo,0
1120,For Mayor City of San Antonio,Gary Allen,0
1120,For Mayor City of San Antonio,Michael Samaniego,0
1120,For Mayor City of San Antonio,Diana Flores Uriegas,3
1120,"For Council, City of San Antonio, District 5",Vote,For
1120,"For Council, City of San Antonio, District 5",TOTAL,VOTE
1120,"For Council, City of San Antonio, District 5",Arturo Espinosa,1
1120,"For Council, City of San Antonio, District 5",Teri Castillo,7
1120,"For Council, City of San Antonio, District 5",Rudy Lopez,4
1123,For Mayor City of San Antonio,Vote,For
1123,For Mayor City of San Antonio,TOTAL,VOTE
1123,For Mayor City of San Antonio,Ray Adam Basaldua,0
1123,For Mayor City of San Antonio,Christopher T. Schuchardt,0
1123,For Mayor City of San Antonio,Christopher Longoria,0
1123,For Mayor City of San Antonio,Ron Nirenberg,0
1123,For Mayor City of San Antonio,Armando Dominguez,0
1123,For Mayor City of San Antonio,Michael Idrogo,0
1123,For Mayor City of San Antonio,Gary Allen,0
1123,For Mayor City of San Antonio,Michael Samaniego,1
1123,For Mayor City of San Antonio,Diana Flores Uriegas,0
1123,"For Council, City of San Antonio, District 4",Vote,For
1123,"For Council, City of San Antonio, District 4",TOTAL,VOTE
1123,"For Council, City of San Antonio, District 4",Adriana Rocha Garcia,0
1123,"For Council, City of San Antonio, District 4",Gregorio De La Paz,1
1124,For Mayor City of San Antonio,Vote,For
1124,For Mayor City of San Antonio,TOTAL,VOTE
1124,For Mayor City of San Antonio,Ray Adam Basaldua,2
1124,For Mayor City of San Antonio,Christopher T. Schuchardt,4
1124,For Mayor City of San Antonio,Christopher Longoria,0
1124,For Mayor City of San Antonio,Ron Nirenberg,15
1124,For Mayor City of San Antonio,Armando Dominguez,0
1124,For Mayor City of San Antonio,Michael Idrogo,0
1124,For Mayor City of San Antonio,Gary Allen,0
1124,For Mayor City of San Antonio,Michael Samaniego,0
1124,For Mayor City of San Antonio,Diana Flores Uriegas,1
1124,"For Council, City of San Antonio, District 5",Vote,For
1124,"For Council, City of San Antonio, District 5",TOTAL,VOTE
1124,"For Council, City of San Antonio, District 5",Arturo Espinosa,0
1124,"For Council, City of San Antonio, District 5",Teri Castillo,14
1124,"For Council, City of San Antonio, District 5",Rudy Lopez,6
1126,For Mayor City of San Antonio,Vote,For
1126,For Mayor City of San Antonio,TOTAL,VOTE
1126,For Mayor City of San Antonio,Ray Adam,Basaldua
1126,For Mayor City of San Antonio,Christopher T.,Schuchardt
1126,For Mayor City of San Antonio,Christopher,Longoria
1126,For Mayor City of San Antonio,Ron,Nirenberg
1126,For Mayor City of San Antonio,Armando,Dominguez
1126,For Mayor City of San Antonio,Michael,Idrogo
1126,For Mayor City of San Antonio,Gary,Allen
1126,For Mayor City of San Antonio,Michael,Samaniego
1126,For Mayor City of San Antonio,Diana Flores,Uriegas
1126,"For Council, City of San Antonio, District 2",Vote,For
1126,"For Council, City of San Antonio, District 2",TOTAL,VOTE
1126,"For Council, City of San Antonio, District 2",Rose Requenez,Hill
1126,"For Council, City of San Antonio, District 2",Edward Earl,Giles
1126,"For Council, City of San Antonio, District 2",Patrick,Jones
1126,"For Council, City of San Antonio, District 2",Carla,Walker
1126,"For Council, City of San Antonio, District 2",Jalen,McKee-Rodriguez
1126,"For Council, City of San Antonio, District 2",Denise,McVea
1126,"For Council, City of San Antonio, District 2",James M.,Guild
1126,"For Council, City of San Antonio, District 2",Michael John,Good
1126,"For Council, City of San Antonio, District 2",Wendell,Carson
1126,"For Council, City of San Antonio, District 2",Denise,Gutierrez
1127,For Mayor City of San Antonio,Vote,For
1127,For Mayor City of San Antonio,TOTAL,VOTE
1127,For Mayor City of San Antonio,Ray Adam Basaldua,2
1127,For Mayor City of San Antonio,Christopher T. Schuchardt,4
1127,For Mayor City of San Antonio,Christopher Longoria,1
1127,For Mayor City of San Antonio,Ron Nirenberg,34
1127,For Mayor City of San Antonio,Armando Dominguez,1
1127,For Mayor City of San Antonio,Michael Idrogo,0
1127,For Mayor City of San Antonio,Gary Allen,1
1127,For Mayor City of San Antonio,Michael Samaniego,2
1127,For Mayor City of San Antonio,Diana Flores Uriegas,2
1127,"For Council, City of San Antonio, District 3",Vote,For
1127,"For Council, City of San Antonio, District 3",TOTAL,VOTE
1127,"For Council, City of San Antonio, District 3",Jayden Muñoz,6
1127,"For Council, City of San Antonio, District 3",Phyllis Viagran,27
1127,"For Council, City of San Antonio, District 3",Erin Gallegos Reid,4
1127,"For Council, City of San Antonio, District 3",Larry La Rose,7
1130,For Mayor City of San Antonio,Vote,For
1130,For Mayor City of San Antonio,TOTAL,VOTE
1130,For Mayor City of San Antonio,Ray Adam,Basaldua
1130,For Mayor City of San Antonio,Christopher T.,Schuchardt
1130,For Mayor City of San Antonio,Christopher,Longoria
1130,For Mayor City of San Antonio,Ron,Nirenberg
1130,For Mayor City of San Antonio,Armando,Dominguez
1130,For Mayor City of San Antonio,Michael,Idrogo
1130,For Mayor City of San Antonio,Gary,Allen
1130,For Mayor City of San Antonio,Michael,Samaniego
1130,For Mayor City of San Antonio,Diana Flores,Uriegas
1130,"For Council, City of San Antonio, District 4",Vote,For
1130,"For Council, City of San Antonio, District 4",TOTAL,VOTE
1130,"For Council, City of San Antonio, District 4",Adriana Rocha,Garcia
1130,"For Council, City of San Antonio, District 4",Gregorio De La,Paz
1131,For Mayor City of San Antonio,Vote,For
1131,For Mayor City of San Antonio,TOTAL,VOTE
1131,For Mayor City of San Antonio,Ray Adam Basaldua,0
1131,For Mayor City of San Antonio,Christopher T. Schuchardt,2
1131,For Mayor City of San Antonio,Christopher Longoria,0
1131,For Mayor City of San Antonio,Ron Nirenberg,6
1131,For Mayor City of San Antonio,Armando Dominguez,0
1131,For Mayor City of San Antonio,Michael Idrogo,0
1131,For Mayor City of San Antonio,Gary Allen,0
1131,For Mayor City of San Antonio,Michael Samaniego,0
1131,For Mayor City of San Antonio,Diana Flores Uriegas,1
1131,"For Council, City of San Antonio, District 4",Vote,For
1131,"For Council, City of San Antonio, District 4",TOTAL,VOTE
1131,"For Council, City of San Antonio, District 4",Adriana Rocha Garcia,5
1131,"For Council, City of San Antonio, District 4",Gregorio De La Paz,2
1132,For Mayor City of San Antonio,Vote,For
1132,For Mayor City of San Antonio,TOTAL,VOTE
1132,For Mayor City of San Antonio,Ray Adam Basaldua,3
1132,For Mayor City of San Antonio,Christopher T. Schuchardt,17
1132,For Mayor City of San Antonio,Christopher Longoria,0
1132,For Mayor City of San Antonio,Ron Nirenberg,39
1132,For Mayor City of San Antonio,Armando Dominguez,0
1132,For Mayor City of San Antonio,Michael Idrogo,0
1132,For Mayor City of San Antonio,Gary Allen,7
1132,For Mayor City of San Antonio,Michael Samaniego,2
1132,For Mayor City of San Antonio,Diana Flores Uriegas,2
1132,"For Council, City of San Antonio, District 3",Vote,For
1132,"For Council, City of San Antonio, District 3",TOTAL,VOTE
1132,"For Council, City of San Antonio, District 3",Jayden Muñoz,6
1132,"For Council, City of San Antonio, District 3",Phyllis Viagran,35
1132,"For Council, City of San Antonio, District 3",Erin Gallegos Reid,11
1132,"For Council, City of San Antonio, District 3",Larry La Rose,12
1133,For Mayor City of San Antonio,Vote,For
1133,For Mayor City of San Antonio,TOTAL,VOTE
1133,For Mayor City of San Antonio,Ray Adam,Basaldua
1133,For Mayor City of San Antonio,Christopher T.,Schuchardt
1133,For Mayor City of San Antonio,Christopher,Longoria
1133,For Mayor City of San Antonio,Ron,Nirenberg
1133,For Mayor City of San Antonio,Armando,Dominguez
1133,For Mayor City of San Antonio,Michael,Idrogo
1133,For Mayor City of San Antonio,Gary,Allen
1133,For Mayor City of San Antonio,Michael,Samaniego
1133,For Mayor City of San Antonio,Diana Flores,Uriegas
1133,"For Council, City of San Antonio, District 4",Vote,For
1133,"For Council, City of San Antonio, District 4",TOTAL,VOTE
1133,"For Council, City of San Antonio, District 4",Adriana Rocha,Garcia
1133,"For Council, City of San Antonio, District 4",Gregorio De La,Paz
1134,For Mayor City of San Antonio,Vote,For
1134,For Mayor City of San Antonio,TOTAL,VOTE
1134,For Mayor City of San Antonio,Ray Adam,Basaldua
1134,For Mayor City of San Antonio,Christopher T.,Schuchardt
1134,For Mayor City of San Antonio,Christopher,Longoria
1134,For Mayor City of San Antonio,Ron,Nirenberg
1134,For Mayor City of San Antonio,Armando,Dominguez
1134,For Mayor City of San Antonio,Michael,Idrogo
1134,For Mayor City of San Antonio,Gary,Allen
1134,For Mayor City of San Antonio,Michael,Samaniego
1134,For Mayor City of San Antonio,Diana Flores,Uriegas
1134,"For Council, City of San Antonio, District 4",Vote,For
1134,"For Council, City of San Antonio, District 4",TOTAL,VOTE
1134,"For Council, City of San Antonio, District 4",Adriana Rocha,Garcia
1134,"For Council, City of San Antonio, District 4",Gregorio De La,Paz
1135,For Mayor City of San Antonio,Vote,For
1135,For Mayor City of San Antonio,TOTAL,VOTE
1135,For Mayor City of San Antonio,Ray Adam,Basaldua
1135,For Mayor City of San Antonio,Christopher T.,Schuchardt
1135,For Mayor City of San Antonio,Christopher,Longoria
1135,For Mayor City of San Antonio,Ron,Nirenberg
1135,For Mayor City of San Antonio,Armando,Dominguez
1135,For Mayor City of San Antonio,Michael,Idrogo
1135,For Mayor City of San Antonio,Gary,Allen
1135,For Mayor City of San Antonio,Michael,Samaniego
1135,For Mayor City of San Antonio,Diana Flores,Uriegas
1135,"For Council, City of San Antonio, District 4",Vote,For
